start_time,end_time,draw
1900-06-22 00:45:01,1900-06-22 00:46:11,0.0456
1900-06-22 00:50:01,1900-06-22 00:51:11,0.0172
1900-06-22 00:54:55,1900-06-22 00:56:05,0.025083333333333332
1900-06-22 00:59:55,1900-06-22 00:59:59,0.03498333333333334
1900-06-22 01:59:13,1900-06-22 02:00:23,0.03215
1900-06-22 02:04:13,1900-06-22 02:05:23,0.03185
1900-06-22 02:09:13,1900-06-22 02:10:23,0.04135
1900-06-22 02:14:13,1900-06-22 02:15:29,0.0429
1900-06-22 07:00:49,1900-06-22 07:00:53,0.006966666666666666
1900-06-22 07:04:01,1900-06-22 07:07:59,0.02745
1900-06-22 09:33:25,1900-06-22 09:33:35,0.0066500000000000005
1900-06-22 11:09:55,1900-06-22 11:10:11,0.005983333333333333
1900-06-22 11:26:25,1900-06-22 11:27:11,0.018233333333333334
1900-06-22 12:14:07,1900-06-22 12:15:17,0.05773333333333333
1900-06-22 12:41:01,1900-06-22 12:41:29,0.021266666666666666
1900-06-22 15:19:19,1900-06-22 15:20:35,0.01245
1900-06-22 17:17:19,1900-06-22 17:17:54,0.012
1900-06-22 17:17:55,1900-06-22 17:18:35,0.03375
1900-06-22 17:18:36,1900-06-22 17:19:18,0.012
1900-06-22 17:19:19,1900-06-22 17:20:35,0.036066666666666664
1900-06-22 17:20:49,1900-06-22 17:20:53,0.0018
1900-06-22 17:21:13,1900-06-22 17:21:17,0.0006
1900-06-22 17:22:43,1900-06-22 17:23:05,0.00645
1900-06-22 17:24:43,1900-06-22 17:25:35,0.019133333333333332
1900-06-22 17:26:37,1900-06-22 17:27:47,0.016916666666666667
1900-06-22 17:28:31,1900-06-22 17:29:29,0.019216666666666667
1900-06-22 18:11:37,1900-06-22 18:12:59,0.034699999999999995
1900-06-22 19:17:25,1900-06-22 19:18:11,0.004849999999999999
1900-06-22 19:25:55,1900-06-22 19:27:17,0.030816666666666666
1900-06-22 20:22:43,1900-06-22 20:22:47,0.0049
1900-06-22 23:09:43,1900-06-22 23:11:47,0.025083333333333332
1900-06-22 23:17:49,1900-06-22 23:19:29,0.011933333333333332
1900-06-22 23:21:43,1900-06-22 23:26:11,0.037566666666666665
